popularityOrder,id,name,filename,scope,categoryId,countryCode,searchQuery,selectionConfidence,selectionScore,unsplashPhotoId,unsplashPhotoSlug,unsplashPhotoUrl,photographerName,photographerUsername,photographerProfileUrl,imageUrl,downloadedAt,failed
35,phuket,푸켓,phuket.jpg,international,southeast-asia,TH,phuket Thailand,low,21,Of_u2aPwugw,boats-on-sea-near-mountain-during-daytime-Of_u2aPwugw,https://unsplash.com/photos/boats-on-sea-near-mountain-during-daytime-Of_u2aPwugw?utm_source=plin_trip_destinations&utm_medium=referral,Mike Swigunski,mike_swigunski,https://unsplash.com/@mike_swigunski?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1589394815804-964ed0be2eb5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NHx8cGh1a2V0JTIwdGhhaWxhbmR8ZW58MHx8fHwxNzc2NjE4NDE3fDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:06:58.628Z,false
36,chiangmai,치앙마이,chiangmai.jpg,international,southeast-asia,TH,chiang mai Thailand,low,15,BwEXo_ld234,girl-wearing-multicolored-traditional-dress-sitting-near-the-wall-BwEXo_ld234,https://unsplash.com/photos/girl-wearing-multicolored-traditional-dress-sitting-near-the-wall-BwEXo_ld234?utm_source=plin_trip_destinations&utm_medium=referral,Dani Aláez,danialaez,https://unsplash.com/@danialaez?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1495103033382-fe343886b671?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MjB8fGNoaWFuZyUyMG1haSUyMHRoYWlsYW5kfGVufDB8fHx8MTc3NjYxODQxOXww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:01.620Z,false
37,chuncheon,춘천,chuncheon.jpg,domestic,gangwon,KR,chuncheon South Korea,low,-14,cv3rLk4aNvc,a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc,https://unsplash.com/photos/a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc?utm_source=plin_trip_destinations&utm_medium=referral,Elliot Gouy,gouyelliot,https://unsplash.com/@gouyelliot?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1703825864792-5880081beaaf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8Y2h1bmNoZW9uJTIwc291dGglMjBrb3JlYXxlbnwwfHx8fDE3NzY2MTg0MjJ8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:04.804Z,false
38,krabi,끄라비,krabi.jpg,international,southeast-asia,TH,krabi Thailand,low,11,guNIjIuUcgY,birds-eye-view-of-islands-guNIjIuUcgY,https://unsplash.com/photos/birds-eye-view-of-islands-guNIjIuUcgY?utm_source=plin_trip_destinations&utm_medium=referral,Denys Nevozhai,dnevozhai,https://unsplash.com/@dnevozhai?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1483683804023-6ccdb62f86ef?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Nnx8a3JhYmklMjB0aGFpbGFuZHxlbnwwfHx8fDE3NzY1NDE1OTN8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:07.501Z,false
39,gapyeong,가평,gapyeong.jpg,domestic,capital,KR,gapyeong South Korea,low,-14,cv3rLk4aNvc,a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc,https://unsplash.com/photos/a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc?utm_source=plin_trip_destinations&utm_medium=referral,Elliot Gouy,gouyelliot,https://unsplash.com/@gouyelliot?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1703825864792-5880081beaaf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8Z2FweWVvbmclMjBzb3V0aCUyMGtvcmVhfGVufDB8fHx8MTc3NjYxODQyOHww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:09.630Z,false
40,pattaya,파타야,pattaya.jpg,international,southeast-asia,TH,pattaya Thailand,low,13,XOuvpaJvjG4,a-large-white-bridge-over-water-XOuvpaJvjG4,https://unsplash.com/photos/a-large-white-bridge-over-water-XOuvpaJvjG4?utm_source=plin_trip_destinations&utm_medium=referral,Markus Winkler,markuswinkler,https://unsplash.com/@markuswinkler?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1652346637723-83799b99ea87?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8cGF0dGF5YSUyMHRoYWlsYW5kfGVufDB8fHx8MTc3NjU4NjE1NXww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:11.618Z,false
41,yangpyeong,양평,yangpyeong.jpg,domestic,capital,KR,yangpyeong South Korea,low,-28,S-iUE5socBk,a-large-body-of-water-with-mountains-in-the-background-S-iUE5socBk,https://unsplash.com/photos/a-large-body-of-water-with-mountains-in-the-background-S-iUE5socBk?utm_source=plin_trip_destinations&utm_medium=referral,jia yi,flowersforpete,https://unsplash.com/@flowersforpete?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1700544597825-c1997e63ac33?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8eWFuZ3B5ZW9uZyUyMHNvdXRoJTIwa29yZWF8ZW58MHx8fHwxNzc2NjE4NDMyfDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:13.840Z,false
42,ayutthaya,아유타야,ayutthaya.jpg,international,southeast-asia,TH,ayutthaya Thailand,low,15,EwMg1W4w2Uc,buddhas-head-entwined-by-tree-roots-EwMg1W4w2Uc,https://unsplash.com/photos/buddhas-head-entwined-by-tree-roots-EwMg1W4w2Uc?utm_source=plin_trip_destinations&utm_medium=referral,Tharum Bun,tharum,https://unsplash.com/@tharum?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1749360542984-5d89b0c6143b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTd8fGF5dXR0aGF5YSUyMHRoYWlsYW5kfGVufDB8fHx8MTc3NjYxODQzNHww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:17.191Z,false
43,daegu,대구,daegu.jpg,domestic,gyeongsang,KR,daegu South Korea,low,15,j6lOhJU7sXA,green-grass-field-near-body-of-water-during-daytime-j6lOhJU7sXA,https://unsplash.com/photos/green-grass-field-near-body-of-water-during-daytime-j6lOhJU7sXA?utm_source=plin_trip_destinations&utm_medium=referral,Jay Kim,ggoomji,https://unsplash.com/@ggoomji?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1603658884927-24ff1bc0338e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTF8fGRhZWd1JTIwc291dGglMjBrb3JlYXxlbnwwfHx8fDE3NzY2MTg0Mzh8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:19.569Z,false
44,hoian,호이안,hoian.jpg,international,southeast-asia,VN,hoi an Vietnam,low,11,XDBRl4bL_5w,a-group-of-boats-are-parked-on-the-side-of-a-river-XDBRl4bL_5w,https://unsplash.com/photos/a-group-of-boats-are-parked-on-the-side-of-a-river-XDBRl4bL_5w?utm_source=plin_trip_destinations&utm_medium=referral,Filipe Freitas,filipephotographs,https://unsplash.com/@filipephotographs?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1664650440553-ab53804814b3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Nnx8aG9pJTIwYW4lMjB2aWV0bmFtfGVufDB8fHx8MTc3NjU4OTY3NHww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:21.812Z,false
45,ulleungdo,울릉도,ulleungdo.jpg,domestic,gyeongsang,KR,ulleungdo South Korea,low,-14,cv3rLk4aNvc,a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc,https://unsplash.com/photos/a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc?utm_source=plin_trip_destinations&utm_medium=referral,Elliot Gouy,gouyelliot,https://unsplash.com/@gouyelliot?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1703825864792-5880081beaaf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8M3x8dWxsZXVuZ2RvJTIwc291dGglMjBrb3JlYXxlbnwwfHx8fDE3NzY2MTg0NDJ8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:23.797Z,false
46,phuquoc,푸꾸옥,phuquoc.jpg,international,southeast-asia,VN,phu quoc Vietnam,low,21,IVJVh1v1PVs,a-beach-with-palm-trees-and-a-boat-in-the-water-IVJVh1v1PVs,https://unsplash.com/photos/a-beach-with-palm-trees-and-a-boat-in-the-water-IVJVh1v1PVs?utm_source=plin_trip_destinations&utm_medium=referral,Vivu Vietnam,bttsg,https://unsplash.com/@bttsg?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1693282814784-649be45a459b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Nnx8cGh1JTIwcXVvYyUyMHZpZXRuYW18ZW58MHx8fHwxNzc2NDk3MDcwfDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:26.014Z,false
47,pohang,포항,pohang.jpg,domestic,gyeongsang,KR,pohang South Korea,low,-22,mH6tPH7bPJI,brown-and-white-concrete-building-on-sea-shore-during-daytime-mH6tPH7bPJI,https://unsplash.com/photos/brown-and-white-concrete-building-on-sea-shore-during-daytime-mH6tPH7bPJI?utm_source=plin_trip_destinations&utm_medium=referral,Jeong Sujin,sinri,https://unsplash.com/@sinri?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1596775218323-9b8276975108?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OXx8cG9oYW5nJTIwc291dGglMjBrb3JlYXxlbnwwfHx8fDE3NzY2MTg0NDZ8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:27.985Z,false
48,macau,마카오,macau.jpg,international,china-greater,MO,Macao SAR Macau,low,-22,sLR1hojVQ9E,a-city-street-filled-with-lots-of-tall-buildings-sLR1hojVQ9E,https://unsplash.com/photos/a-city-street-filled-with-lots-of-tall-buildings-sLR1hojVQ9E?utm_source=plin_trip_destinations&utm_medium=referral,alina ozerova,neutralin,https://unsplash.com/@neutralin?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1733411631327-d41794e886cb?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8N3x8bWFjYW8lMjBzYXIlMjBtYWNhdXxlbnwwfHx8fDE3NzY2MTg0NDh8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:29.963Z,false
49,cebu,세부,cebu.jpg,international,southeast-asia,PH,cebu Philippines,low,21,HZsrZ9m8k4k,a-car-driving-down-a-street-under-a-bridge-HZsrZ9m8k4k,https://unsplash.com/photos/a-car-driving-down-a-street-under-a-bridge-HZsrZ9m8k4k?utm_source=plin_trip_destinations&utm_medium=referral,XT7 Core,xt7core,https://unsplash.com/@xt7core?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1706477003404-d3329351d705?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTB8fGNlYnUlMjBwaGlsaXBwaW5lc3xlbnwwfHx8fDE3NzY1MDEzMzZ8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:31.640Z,false
50,andong,안동,andong.jpg,domestic,gyeongsang,KR,andong South Korea,low,21,mrTp7ivEMq0,landscape-of-village-houses-during-dusk-mrTp7ivEMq0,https://unsplash.com/photos/landscape-of-village-houses-during-dusk-mrTp7ivEMq0?utm_source=plin_trip_destinations&utm_medium=referral,Mathew Schwartz,cadop,https://unsplash.com/@cadop?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1523760957528-55d1d540360d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OHx8YW5kb25nJTIwc291dGglMjBrb3JlYXxlbnwwfHx8fDE3NzY2MTg0NTJ8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:33.395Z,false
51,bohol,보홀,bohol.jpg,international,southeast-asia,PH,bohol Philippines,low,21,bshBApiLklQ,green-and-brown-wooden-house-on-green-lake-surrounded-by-green-trees-during-daytime-bshBApiLklQ,https://unsplash.com/photos/green-and-brown-wooden-house-on-green-lake-surrounded-by-green-trees-during-daytime-bshBApiLklQ?utm_source=plin_trip_destinations&utm_medium=referral,Aldrin Brosas,aldrinooow,https://unsplash.com/@aldrinooow?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1591506557489-e8ca407063e7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8M3x8Ym9ob2wlMjBwaGlsaXBwaW5lc3xlbnwwfHx8fDE3NzY2MTg0NTR8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:35.380Z,false
52,namhae,남해,namhae.jpg,domestic,gyeongsang,KR,namhae South Korea,low,-14,cv3rLk4aNvc,a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc,https://unsplash.com/photos/a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc?utm_source=plin_trip_destinations&utm_medium=referral,Elliot Gouy,gouyelliot,https://unsplash.com/@gouyelliot?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1703825864792-5880081beaaf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8bmFtaGFlJTIwc291dGglMjBrb3JlYXxlbnwwfHx8fDE3NzY2MTg0NTZ8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:37.364Z,false
53,boracay,보라카이,boracay.jpg,international,southeast-asia,PH,boracay Philippines,low,21,57zM3Ghh-Mg,white-boat-on-sea-near-green-mountain-under-white-clouds-and-blue-sky-during-daytime-57zM3Ghh-Mg,https://unsplash.com/photos/white-boat-on-sea-near-green-mountain-under-white-clouds-and-blue-sky-during-daytime-57zM3Ghh-Mg?utm_source=plin_trip_destinations&utm_medium=referral,Doug Villalos,dougvillalos,https://unsplash.com/@dougvillalos?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1621820479111-a41f8e070dec?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8N3x8Ym9yYWNheSUyMHBoaWxpcHBpbmVzfGVufDB8fHx8MTc3NjYxODQ1OHww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:48.595Z,false
54,ulsan,울산,ulsan.jpg,domestic,gyeongsang,KR,ulsan South Korea,low,-14,cv3rLk4aNvc,a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc,https://unsplash.com/photos/a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc?utm_source=plin_trip_destinations&utm_medium=referral,Elliot Gouy,gouyelliot,https://unsplash.com/@gouyelliot?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1703825864792-5880081beaaf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8dWxzYW4lMjBzb3V0aCUyMGtvcmVhfGVufDB8fHx8MTc3NjYxODQ2OXww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:50.365Z,false
55,manila,마닐라,manila.jpg,international,southeast-asia,PH,manila Philippines,low,13,alKsncZs3VM,city-under-cloudy-sky-alKsncZs3VM,https://unsplash.com/photos/city-under-cloudy-sky-alKsncZs3VM?utm_source=plin_trip_destinations&utm_medium=referral,Andrey Andreyev,ludenus,https://unsplash.com/@ludenus?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1501890664351-4ef399c1524f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8N3x8bWFuaWxhJTIwcGhpbGlwcGluZXN8ZW58MHx8fHwxNzc2NjAzNTU3fDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:07:52.100Z,false
56,suwon,수원,suwon.jpg,domestic,capital,KR,suwon South Korea,low,21,aP3V4txmvO0,temple-during-day-aP3V4txmvO0,https://unsplash.com/photos/temple-during-day-aP3V4txmvO0?utm_source=plin_trip_destinations&utm_medium=referral,Mathew Schwartz,cadop,https://unsplash.com/@cadop?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1507078427069-f8528afc091a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OXx8c3V3b24lMjBzb3V0aCUyMGtvcmVhfGVufDB8fHx8MTc3NjYxODQ3Mnww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:08:00.895Z,false
57,kualalumpur,쿠알라룸푸르,kualalumpur.jpg,international,southeast-asia,MY,kuala lumpur Malaysia,low,15,Dm0CX_wOoTI,aerial-photography-of-buildings-Dm0CX_wOoTI,https://unsplash.com/photos/aerial-photography-of-buildings-Dm0CX_wOoTI?utm_source=plin_trip_destinations&utm_medium=referral,Saransh Sinha,screenshake,https://unsplash.com/@screenshake?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1533838426735-bb3ef53915f8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MTJ8fGt1YWxhJTIwbHVtcHVyJTIwbWFsYXlzaWF8ZW58MHx8fHwxNzc2NjE4NDgxfDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:08:02.847Z,false
58,paju,파주,paju.jpg,domestic,capital,KR,paju South Korea,low,-22,dQ9sNSMtABk,a-wooden-walkway-in-the-middle-of-a-mountain-dQ9sNSMtABk,https://unsplash.com/photos/a-wooden-walkway-in-the-middle-of-a-mountain-dQ9sNSMtABk?utm_source=plin_trip_destinations&utm_medium=referral,Christopher Pap de Pestény,cpdp,https://unsplash.com/@cpdp?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1710006876254-ba4a7bd97cff?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MjB8fHBhanUlMjBzb3V0aCUyMGtvcmVhfGVufDB8fHx8MTc3NjYxODQ4M3ww&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:08:04.761Z,false
59,kotakinabalu,코타키나발루,kotakinabalu.jpg,international,southeast-asia,MY,kota kinabalu Malaysia,low,21,vMTKr9IOL2I,waterfalls-in-the-middle-of-forest-during-daytime-vMTKr9IOL2I,https://unsplash.com/photos/waterfalls-in-the-middle-of-forest-during-daytime-vMTKr9IOL2I?utm_source=plin_trip_destinations&utm_medium=referral,NARU KIOB,narukiob,https://unsplash.com/@narukiob?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1603561522064-ae0359e009b1?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OXx8a290YSUyMGtpbmFiYWx1JTIwbWFsYXlzaWF8ZW58MHx8fHwxNzc2NjE4NDg1fDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:08:07.327Z,false
60,penang,페낭,penang.jpg,international,southeast-asia,MY,penang Malaysia,low,21,YTcvMAf7Oc4,an-aerial-view-of-a-city-with-tall-buildings-YTcvMAf7Oc4,https://unsplash.com/photos/an-aerial-view-of-a-city-with-tall-buildings-YTcvMAf7Oc4?utm_source=plin_trip_destinations&utm_medium=referral,Firdouss Ross,firdoussross,https://unsplash.com/@firdoussross?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1650163410135-e5355b4ff33e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8N3x8cGVuYW5nJTIwbWFsYXlzaWF8ZW58MHx8fHwxNzc2NjAwMjY2fDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:08:09.886Z,false
61,yongin,용인,yongin.jpg,domestic,capital,KR,yongin South Korea,low,-14,cv3rLk4aNvc,a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc,https://unsplash.com/photos/a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc?utm_source=plin_trip_destinations&utm_medium=referral,Elliot Gouy,gouyelliot,https://unsplash.com/@gouyelliot?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1703825864792-5880081beaaf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8M3x8eW9uZ2luJTIwc291dGglMjBrb3JlYXxlbnwwfHx8fDE3NzY2MTg0OTB8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:08:12.813Z,false
62,langkawi,랑카위,langkawi.jpg,international,southeast-asia,MY,langkawi Malaysia,low,13,uIFH089ea0g,aerial-photography-of-a-bridge-over-the-mountain-uIFH089ea0g,https://unsplash.com/photos/aerial-photography-of-a-bridge-over-the-mountain-uIFH089ea0g?utm_source=plin_trip_destinations&utm_medium=referral,Ankush Nath Sehgal,ankushsehgal,https://unsplash.com/@ankushsehgal?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/flagged/photo-1569273137480-86752c4db003?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8NHx8bGFuZ2thd2klMjBtYWxheXNpYXxlbnwwfHx8fDE3NzY2MTg0OTN8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:08:15.098Z,false
63,goyang,고양,goyang.jpg,domestic,capital,KR,goyang South Korea,low,-14,cv3rLk4aNvc,a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc,https://unsplash.com/photos/a-street-lined-with-wooden-buildings-under-a-cloudy-sky-cv3rLk4aNvc?utm_source=plin_trip_destinations&utm_medium=referral,Elliot Gouy,gouyelliot,https://unsplash.com/@gouyelliot?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1703825864792-5880081beaaf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8Z295YW5nJTIwc291dGglMjBrb3JlYXxlbnwwfHx8fDE3NzY2MTg0OTZ8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:08:16.822Z,false
64,bali,발리,bali.jpg,international,southeast-asia,ID,bali Indonesia,low,17,OOTEpsO2eV0,rocky-mountain-photograph-OOTEpsO2eV0,https://unsplash.com/photos/rocky-mountain-photograph-OOTEpsO2eV0?utm_source=plin_trip_destinations&utm_medium=referral,Alexa West,thesologirlstravelguide,https://unsplash.com/@thesologirlstravelguide?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1573790387438-4da905039392?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8N3x8YmFsaSUyMGluZG9uZXNpYXxlbnwwfHx8fDE3NzY2MTg0OTd8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:08:18.768Z,false
65,ganghwa,강화,ganghwa.jpg,domestic,capital,KR,ganghwa South Korea,low,-32,uDYmBZDjEZg,airplane-flying-in-the-sky-during-daytime-uDYmBZDjEZg,https://unsplash.com/photos/airplane-flying-in-the-sky-during-daytime-uDYmBZDjEZg?utm_source=plin_trip_destinations&utm_medium=referral,insung yoon,insungpandora,https://unsplash.com/@insungpandora?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1628429551525-364eab3978b2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8MXx8Z2FuZ2h3YSUyMHNvdXRoJTIwa29yZWF8ZW58MHx8fHwxNzc2NjE4NDk5fDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:08:20.470Z,false
66,ubud,우붓,ubud.jpg,international,southeast-asia,ID,ubud Indonesia,low,7,r5jWw96yDyw,gray-concrete-statue-r5jWw96yDyw,https://unsplash.com/photos/gray-concrete-statue-r5jWw96yDyw?utm_source=plin_trip_destinations&utm_medium=referral,Paolo Nicolello,paul_nic,https://unsplash.com/@paul_nic?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1528437457702-ec66df48de3f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8OHx8dWJ1ZCUyMGluZG9uZXNpYXxlbnwwfHx8fDE3NzY2MTg1MDF8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:08:22.807Z,false
67,pocheon,포천,pocheon.jpg,domestic,capital,KR,pocheon South Korea,low,3,2w54KGS67Rw,a-car-parked-on-a-gravel-road-next-to-a-house-2w54KGS67Rw,https://unsplash.com/photos/a-car-parked-on-a-gravel-road-next-to-a-house-2w54KGS67Rw?utm_source=plin_trip_destinations&utm_medium=referral,Hyundai Motor Group,hyundaimotorgroup,https://unsplash.com/@hyundaimotorgroup?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1697677603733-2382869c0e6c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8Mnx8cG9jaGVvbiUyMHNvdXRoJTIwa29yZWF8ZW58MHx8fHwxNzc2NjE4NTAzfDA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:08:26.967Z,false
68,jakarta,자카르타,jakarta.jpg,international,southeast-asia,ID,jakarta Indonesia,low,9,uH6S0uAJKRU,a-view-of-a-city-with-tall-buildings-uH6S0uAJKRU,https://unsplash.com/photos/a-view-of-a-city-with-tall-buildings-uH6S0uAJKRU?utm_source=plin_trip_destinations&utm_medium=referral,Lisa Shauma,lisashauma,https://unsplash.com/@lisashauma?utm_source=plin_trip_destinations&utm_medium=referral,https://images.unsplash.com/photo-1725003271239-97bd6b1677e4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3wxMjA3fDB8MXxzZWFyY2h8M3x8amFrYXJ0YSUyMGluZG9uZXNpYXxlbnwwfHx8fDE3NzY2MTg1MDd8MA&ixlib=rb-4.1.0&q=80&w=1080,2026-04-19T17:08:29.978Z,false
